0,1,2,3,4,5,6,7,8,9,class
0.0,4.2340587e-05,1.0,0.0,0.0,0.0,0.0,2.7640344e-05,0.0,0.0013811016,0
0.0,0.00055042765,1.0,0.0,0.0,0.0,0.0,0.00038696482,0.0,0.0002983575,0
0.0,0.00021170294,1.0,0.0,0.0,0.0,0.0,5.528069e-05,0.0,0.0011565736,0
0.0,4.2340587e-05,1.0,0.0,0.0,0.0,0.0,5.528069e-05,0.0,0.0006937712,0
0.0,0.00029638413,1.0,0.0,0.0,0.0,0.0,2.7640344e-05,0.0,0.0027626357,0
0.0,4.2340587e-05,0.0,0.0,0.0,0.0,0.0,0.0003040438,0.0,0.0001263022,0
0.0,0.025107969,0.0,0.0,0.0,0.0,0.0,0.99809283,1.0,3.4187508e-06,1
0.0,0.025065629,0.0,0.0,0.0,0.0,0.0,0.9980652,1.0,3.412417e-06,1
0.0,0.004911508,0.0,0.0,0.0,0.0,0.0,0.99618566,1.0,3.4823364e-07,1
0.0,0.025107969,0.0,0.0,0.0,0.0,0.0,0.9981204,1.0,3.4186442e-06,1
0.0,0.025107969,0.0,0.0,0.0,0.0,0.0,0.9981204,1.0,3.4186442e-06,1
0.0,0.025150308,0.0,0.0,0.0,0.0,0.0,0.99825865,1.0,3.4245502e-06,1
0.0,8.4681174e-05,0.0,0.0,1.0,0.0,0.0,0.0006080876,0.0,7.3529656e-05,0
0.0,0.0012702176,0.0,0.0,1.0,0.0,0.0,0.0023494293,0.0,9.531548e-05,0
0.0,0.00029638413,0.0,0.0,1.0,0.0,0.0,0.000967412,0.0,7.927895e-05,0
0.0,4.2340587e-05,0.0,0.0,1.0,0.0,0.0,0.005804472,0.0,6.2116737e-06,0
0.0,0.00012702176,0.875,0.0,0.125,0.0,0.0,0.0,0.0,0.18604615,0
0.0,0.00029638413,0.0,0.0,0.0,0.0,1.0,0.0006080876,0.0,0.00012635978,1
0.57139796,0.2708104,0.0,0.0,0.0,0.0,0.0,0.99977887,0.0,4.072212e-05,0
0.55045205,0.25666866,0.0,0.0,0.0,0.0,0.0,0.9998618,0.0,3.8571463e-05,0
0.0,0.101913795,0.0,0.0,0.0,0.0,0.0,0.99961305,0.0,1.5077778e-05,0
0.58014166,0.3077314,0.0,0.0,0.0,0.0,0.0,0.99997234,0.0,4.6319517e-05,0
0.0,0.050851047,0.0,0.0,0.0,0.0,0.0,0.99919844,0.0,7.325841e-06,0
0.62770987,0.32081464,0.0,0.0,0.016090741,0.0,0.0,1.0,0.0,4.8304475e-05,0
0.6026945,0.31103396,0.0,0.0,0.017140524,0.0,0.0,0.99969596,0.0,4.683398e-05,0
0.0,0.050851047,0.0,0.0,0.0,0.0,0.0,0.99919844,0.0,7.325841e-06,0
0.5771082,0.2770768,0.0,0.0,0.018781492,0.0,0.0,0.99997234,0.0,4.1665524e-05,0
0.54690987,0.25281566,0.0,0.0,0.0,0.0,0.0,0.99936426,0.0,3.800556e-05,0
0.0,0.008298756,0.029850746,0.0,0.0,0.0,0.0,0.4246386,1.0,2.6101154e-06,1
0.0,0.0045727836,0.0,0.0,0.0,0.0,0.0,0.3652395,1.0,1.5561977e-06,1
0.0,0.5634685,0.13257718,0.0,0.0,0.0,0.0,0.42942038,1.0,0.00019884952,1
0.0,0.32195783,0.10527007,0.0,0.0,0.0,0.0,0.42759612,1.0,0.000113952374,1
0.0,0.13701414,0.08639309,0.0,0.0,0.0,0.0,0.44680616,1.0,4.619418e-05,1
0.0,4.2340587e-05,0.6666667,0.0,0.0,0.0,0.0,0.006329639,1.0,5.6604317e-06,1
0.0,0.00071979,0.09090909,0.0,0.0,0.0,0.0,0.0067166034,1.0,2.0621257e-05,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006661323,1.0,4.3921286e-06,1
0.0,0.04818359,0.05686789,0.0,0.0,0.0,0.0,0.18571547,1.0,3.912896e-05,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006080876,1.0,5.23976e-05,1
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.00038696482,1.0,8.25647e-05,1
0.0,0.014353459,0.08430233,0.0,0.0,0.0,0.0,0.15282346,1.0,1.4036612e-05,1
0.0,0.00012702176,0.375,0.0,0.0,0.0,0.0,0.00085685065,1.0,5.9563146e-05,1
0.0,0.0003810653,0.0,0.0,0.0,0.0,0.0,0.0018242627,1.0,4.889053e-05,1
0.0,0.0017359641,0.04347826,0.0,0.0,0.0,0.0,0.039857376,1.0,6.9860575e-06,1
0.0,4.2340587e-05,0.16666667,0.0,0.0,0.0,0.0,0.0006080876,1.0,6.296363e-05,1
0.0,0.00029638413,0.083333336,0.0,0.0,0.0,0.0,0.00071864895,1.0,0.000106860774,1
0.0,8.4681174e-05,0.42857143,0.0,0.0,0.0,0.0,0.00033168413,1.0,0.00013511349,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035932448,1.0,8.8944194e-05,1
0.0,0.0,0.2,0.0,0.0,0.0,0.0,5.528069e-05,1.0,0.0005780705,1
0.0,8.4681174e-05,0.14285715,0.0,0.0,0.0,0.0,0.00046988585,1.0,9.527045e-05,1
0.0,0.00021170294,0.3,0.0,0.0,0.0,0.0,0.0002487631,1.0,0.00025767874,1
0.0,0.00021170294,0.2,0.0,0.0,0.0,0.0,0.00019348241,1.0,0.0003313196,1
0.0,1.0,0.050924946,0.0,4.2331627e-05,0.0,0.0,0.5735371,1.0,0.0002643251,1
0.0,0.0027521383,0.057142857,0.0,0.0,0.0,0.0,0.0071035684,1.0,6.290772e-05,1
0.0,0.00021170294,0.1,0.0,0.0,0.0,0.0,0.0016860609,1.0,3.768552e-05,1
0.0,0.006351088,0.038709678,0.0,0.0,0.0,0.0,0.16940767,1.0,5.448766e-06,1
0.0,0.9895419,0.050393566,0.0,0.0,0.0,0.0,0.56991625,1.0,0.00026322133,1
0.0,0.9098569,0.050386153,0.0,4.6524612e-05,0.0,0.0,0.56950164,1.0,0.00024217107,1
0.0,0.65026677,0.04745167,0.0,0.0,0.0,0.0,0.56922525,1.0,0.00017305443,1
0.0,0.42797866,0.050232373,0.0,0.0,0.0,0.0,0.56894886,1.0,0.00011382419,1
0.0,0.2527733,0.046025105,0.0,0.0,0.0,0.0,0.56411177,1.0,6.765188e-05,1
0.0,0.14641376,0.048224084,0.0,0.0,0.0,0.0,0.5639736,1.0,3.903761e-05,1
0.0,0.06647472,0.045079365,0.0,0.0006349206,0.0,0.0,0.50078773,1.0,1.9783774e-05,1
0.0,0.004149378,0.029126214,0.0,0.0,0.0,0.0,0.013377926,1.0,4.9057147e-05,1
0.0,0.0010161741,0.10344828,0.0,0.0,0.0,0.0,0.006854805,1.0,2.6760683e-05,1
0.0,0.020492844,0.038854804,0.0,0.0,0.0,0.0,0.35993257,1.0,8.300451e-06,1
0.0,0.0015666018,0.071428575,0.0,0.0,0.0,0.0,0.005389867,1.0,4.965437e-05,1
0.0,4.2340587e-05,0.0,0.0,0.0,0.0,0.0,0.006661323,1.0,5.35706e-06,1
0.0,0.0029215005,0.04054054,0.0,0.0,0.0,0.0,0.008955471,1.0,5.268098e-05,1
0.0,4.2340587e-05,0.0,0.0,0.0,0.0,0.0,0.00013820172,1.0,0.00027808032,1
0.0,0.0012702176,0.0,0.0,0.0,0.0,0.0,0.003869648,1.0,5.7702877e-05,1
0.0,0.0028368193,0.041666668,0.0,0.0,0.0,0.0,0.008927831,1.0,5.140547e-05,1
0.0,4.2340587e-05,0.0,0.0,0.0,0.0,0.0,8.292103e-05,1.0,0.0004631387,1
0.0,0.007494284,0.021978023,0.0,0.0,0.0,0.0,0.55963403,1.0,1.6579307e-06,1
0.0,0.0071555595,0.03448276,0.0,0.0,0.0,0.0,0.47845435,1.0,1.9051414e-06,1
0.0,0.00016936235,0.0,0.0,0.0,0.0,0.0,0.055722933,1.0,6.0567027e-07,1
0.0,4.2340587e-05,0.0,0.0,0.6666667,0.0,0.0,0.00013820172,0.0,0.00027808032,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,5.528069e-05,0.0,0.0005780705,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,5.528069e-05,0.0,0.0005780705,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.00021170294,0.2,0.0,0.8,0.0,0.0,8.292103e-05,0.0,0.0007721862,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.00011056138,0.0,0.00028954033,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,5.528069e-05,0.0,0.0005780705,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,5.528069e-05,0.0,0.0005780705,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.00012702176,0.0,0.0,1.0,0.0,0.0,0.004975262,0.0,9.902817e-06,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,8.292103e-05,0.0,0.00038587683,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,5.528069e-05,0.0,0.0005780705,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,5.528069e-05,0.0,0.0005780705,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,5.528069e-05,0.0,0.0005780705,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.00012702176,0.0,0.0,1.0,0.0,0.0,2.7640344e-05,0.0,0.001841613,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.00021170294,0.2,0.0,0.8,0.0,0.0,0.009978164,0.0,6.009347e-06,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,8.292103e-05,0.0,0.00038587683,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,2.7640344e-05,0.0,0.0011508459,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.116278686,0
